language_code,language_name,form_uid,form_id,form_part,question_number,source_row_index,source_id
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,6,25,sw02008_A_75
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,7,26,sw02010_B_22
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,8,27,sw02010_A_23
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,9,28,sw02010_B_38
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,10,29,sw02010_B_50
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,11,30,sw02012_A_15
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,12,31,sw02012_A_25
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,13,32,sw02012_B_40
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,14,33,sw02012_B_50
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,15,34,sw02012_A_61
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,16,35,sw02012_A_63
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,17,36,sw02012_A_65
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,18,37,sw02012_A_71
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,19,38,sw02012_A_87
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,20,39,sw02012_B_98
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,1,40,sw02012_A_99
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,2,41,sw02012_A_101
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,3,42,sw02015_B_18
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,4,43,sw02015_B_20
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,5,44,sw02015_B_22
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,6,45,sw02015_B_30
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,7,46,sw02018_B_61
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,8,47,sw02018_A_86
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,9,48,sw02020_A_3
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,10,49,sw02020_B_20
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,11,50,sw02020_B_24
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,12,51,sw02020_B_32
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,13,52,sw02020_B_34
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,14,53,sw02020_B_64
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,15,54,sw02020_B_104
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,16,55,sw02020_B_110
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,17,56,sw02020_B_118
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,18,57,sw02020_B_120
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,19,58,sw02022_B_12
CS,Czech,CS_T3,1r4wH6AHSpM7S0Uwl78dHXS99uvpPsGzkzmGRvIk3gaM,3,20,59,sw02022_B_18
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,1,60,sw02022_A_21
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,2,61,sw02022_A_39
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,3,62,sw02022_A_45
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,4,63,sw02022_B_52
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,5,64,sw02022_B_54
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,6,65,sw02024_B_4
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,7,66,sw02024_B_8
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,8,67,sw02024_A_15
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,9,68,sw02024_B_18
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,10,69,sw02024_A_35
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,11,70,sw02027_A_7
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,12,71,sw02027_B_16
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,13,72,sw02027_A_31
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,14,73,sw02027_A_65
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,15,74,sw02027_A_79
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,16,75,sw02028_A_125
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,17,76,sw02028_A_147
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,18,77,sw02032_A_39
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,19,78,sw02032_A_77
CS,Czech,CS_T4,1O3LCgCtuAIzgaSEZcudiXAcaV5nZ4_c_R_CRI32aS8g,4,20,79,sw02032_A_135
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,1,0,sw02005_B_2
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,2,1,sw02005_B_4
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,3,2,sw02005_B_8
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,4,3,sw02005_B_14
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,5,4,sw02005_A_19
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,6,5,sw02005_A_29
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,7,6,sw02005_A_37
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,8,7,sw02005_A_47
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,9,8,sw02005_A_55
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,10,9,sw02005_A_65
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,11,10,sw02005_A_81
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,12,11,sw02005_A_93
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,13,12,sw02005_A_99
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,14,13,sw02005_A_111
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,15,14,sw02005_A_121
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,16,15,sw02005_A_127
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,17,16,sw02005_A_147
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,18,17,sw02005_A_149
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,19,18,sw02005_A_155
AR,Arabic,AR_T1,1TCog2mo92By613b3saR8wKi-BzYmBBAFvY5fDrozN3k,1,20,19,sw02008_B_2
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,1,20,sw02008_B_6
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,2,21,sw02008_B_18
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,3,22,sw02008_A_19
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,4,23,sw02008_B_48
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,5,24,sw02008_B_62
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,6,25,sw02008_A_75
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,7,26,sw02010_B_22
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,8,27,sw02010_A_23
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,9,28,sw02010_B_38
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,10,29,sw02010_B_50
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,11,30,sw02012_A_15
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,12,31,sw02012_A_25
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,13,32,sw02012_B_40
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,14,33,sw02012_B_50
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,15,34,sw02012_A_61
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,16,35,sw02012_A_63
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,17,36,sw02012_A_65
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,18,37,sw02012_A_71
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,19,38,sw02012_A_87
AR,Arabic,AR_T2,1jQ_ZCKeem9fHi0pqu4IZJdF-mPsKYLbZWgK-y2K3LUA,2,20,39,sw02012_B_98
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,1,40,sw02012_A_99
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,2,41,sw02012_A_101
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,3,42,sw02015_B_18
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,4,43,sw02015_B_20
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,5,44,sw02015_B_22
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,6,45,sw02015_B_30
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,7,46,sw02018_B_61
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,8,47,sw02018_A_86
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,9,48,sw02020_A_3
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,10,49,sw02020_B_20
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,11,50,sw02020_B_24
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,12,51,sw02020_B_32
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,13,52,sw02020_B_34
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,14,53,sw02020_B_64
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,15,54,sw02020_B_104
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,16,55,sw02020_B_110
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,17,56,sw02020_B_118
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,18,57,sw02020_B_120
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,19,58,sw02022_B_12
AR,Arabic,AR_T3,1qyMnV514hqNbK0AivZJBZTgUbbvgws2NqAT-lunYpIA,3,20,59,sw02022_B_18
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,1,60,sw02022_A_21
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,2,61,sw02022_A_39
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,3,62,sw02022_A_45
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,4,63,sw02022_B_52
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,5,64,sw02022_B_54
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,6,65,sw02024_B_4
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,7,66,sw02024_B_8
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,8,67,sw02024_A_15
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,9,68,sw02024_B_18
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,10,69,sw02024_A_35
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,11,70,sw02027_A_7
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,12,71,sw02027_B_16
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,13,72,sw02027_A_31
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,14,73,sw02027_A_65
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,15,74,sw02027_A_79
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,16,75,sw02028_A_125
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,17,76,sw02028_A_147
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,18,77,sw02032_A_39
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,19,78,sw02032_A_77
AR,Arabic,AR_T4,1VWol2BhP8iG96vO0qOvsMYDVvwAupX1h1R4I04Ye6lI,4,20,79,sw02032_A_135
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,1,0,sw02005_B_2
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,2,1,sw02005_B_4
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,3,2,sw02005_B_8
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,4,3,sw02005_B_14
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,5,4,sw02005_A_19
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,6,5,sw02005_A_29
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,7,6,sw02005_A_37
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,8,7,sw02005_A_47
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,9,8,sw02005_A_55
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,10,9,sw02005_A_65
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,11,10,sw02005_A_81
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,12,11,sw02005_A_93
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,13,12,sw02005_A_99
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,14,13,sw02005_A_111
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,15,14,sw02005_A_121
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,16,15,sw02005_A_127
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,17,16,sw02005_A_147
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,18,17,sw02005_A_149
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,19,18,sw02005_A_155
LG,Luganda,LG_T1,1gzugFKqmVjadET25-bwYtE7zsIEzGwZFYtstsHDbFfs,1,20,19,sw02008_B_2
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,1,20,sw02008_B_6
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,2,21,sw02008_B_18
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,3,22,sw02008_A_19
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,4,23,sw02008_B_48
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,5,24,sw02008_B_62
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,6,25,sw02008_A_75
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,7,26,sw02010_B_22
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,8,27,sw02010_A_23
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,9,28,sw02010_B_38
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,10,29,sw02010_B_50
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,11,30,sw02012_A_15
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,12,31,sw02012_A_25
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,13,32,sw02012_B_40
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,14,33,sw02012_B_50
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,15,34,sw02012_A_61
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,16,35,sw02012_A_63
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,17,36,sw02012_A_65
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,18,37,sw02012_A_71
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,19,38,sw02012_A_87
LG,Luganda,LG_T2,1ywYS-i79yhZfqxv1wFoipGvsnfxzkFTx1Rvtl3_HNys,2,20,39,sw02012_B_98
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,1,40,sw02012_A_99
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,2,41,sw02012_A_101
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,3,42,sw02015_B_18
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,4,43,sw02015_B_20
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,5,44,sw02015_B_22
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,6,45,sw02015_B_30
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,7,46,sw02018_B_61
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,8,47,sw02018_A_86
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,9,48,sw02020_A_3
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,10,49,sw02020_B_20
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,11,50,sw02020_B_24
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,12,51,sw02020_B_32
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,13,52,sw02020_B_34
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,14,53,sw02020_B_64
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,15,54,sw02020_B_104
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,16,55,sw02020_B_110
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,17,56,sw02020_B_118
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,18,57,sw02020_B_120
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,19,58,sw02022_B_12
LG,Luganda,LG_T3,1KKP6bMy7AdJR2qyAzzEj9_BHTWLkFPEg3FiHANCrbio,3,20,59,sw02022_B_18
LG,Luganda,LG_T4,1IGWEFhoQhXmW0cuiayTUBX518OKGGqnDpQyMk_nwOVw,4,1,60,sw02022_A_21
